ticker,event_id,direction,threshold_pct,start_date,acceleration_date,peak_date,start_price,acceleration_price,peak_price,gain_pct,duration_days,days_consolidating_before,pre_move_volatility_pct,is_fakeout,failed_at_pct,snapshot_lookbacks_captured,signals_fired,earliest_signal_days_before
BOUBYAN,BOUBYAN_2023-06-19_up_10,UP,10.0,2023-06-19,2023-08-13,2023-08-22,2.7466822655221836,3.147373591887788,3.1973716645120773,16.40850143633964,46,16,,False,,"[60, 30, 14, 7, 3, 1, 0]",11,65
BOUBYAN,BOUBYAN_2023-06-20_up_10,UP,10.0,2023-06-20,2023-08-13,2023-08-22,2.6876246614895334,3.147373591887788,3.1973716645120773,18.96645057349758,45,3,,False,,"[60, 30, 14, 7, 3, 1, 0]",11,65
BOUBYAN,BOUBYAN_2023-06-21_up_10,UP,10.0,2023-06-21,2023-08-13,2023-08-22,2.624957890070838,3.147373591887788,3.1973716645120773,21.806588844965884,44,2,,False,,"[60, 30, 14, 7, 3, 1, 0]",11,65
BOUBYAN,BOUBYAN_2023-07-24_up_10,UP,10.0,2023-07-24,2023-08-13,2023-08-22,2.717455616055869,3.147373591887788,3.1973716645120773,17.66049261745666,21,1,27.100936514920583,False,,"[60, 30, 14, 7, 3, 1, 0]",11,65
BOUBYAN,BOUBYAN_2024-01-23_up_10,UP,10.0,2024-01-23,2024-01-24,2024-04-03,1.5391267915783686,1.6086555775795361,1.7655178848599957,14.709060651816989,51,0,27.920978824126298,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",10,90
BOUBYAN,BOUBYAN_2024-02-26_up_10,UP,10.0,2024-02-26,2024-02-27,2024-04-03,1.5704802215615483,1.6519188587883584,1.7655178848599957,12.418982462862155,27,4,30.794286984673736,True,-2.227980246615574,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
BOUBYAN,BOUBYAN_2024-02-29_up_10,UP,10.0,2024-02-29,2024-03-04,2024-04-03,1.5354902324481525,1.5945792052788141,1.7655178848599957,14.980730424125985,24,0,33.415214930657115,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
BOUBYAN,BOUBYAN_2024-03-11_up_10,UP,10.0,2024-03-11,2024-03-17,2024-04-03,1.5254089003047124,1.5292527381703798,1.7655178848599957,15.740630889679458,17,0,32.797264867705174,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
BOUBYAN,BOUBYAN_2024-03-12_up_10,UP,10.0,2024-03-12,2024-03-17,2024-04-03,1.5153061756245938,1.5292527381703798,1.7655178848599957,16.512287302747065,16,1,34.66499560629465,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
BOUBYAN,BOUBYAN_2024-03-14_up_10,UP,10.0,2024-03-14,2024-03-17,2024-04-03,1.4800425970216904,1.5292527381703798,1.7655178848599957,19.288315647993585,14,3,34.447995967190245,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
BOUBYAN,BOUBYAN_2024-06-06_up_10,UP,10.0,2024-06-06,2024-12-10,2025-02-09,1.5191037262879812,1.4179894612070327,1.7152387900729569,12.911235776127231,176,6,29.86790765362463,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-06-09_up_10,UP,10.0,2024-06-09,2024-12-10,2025-02-09,1.5100912576876593,1.4179894612070327,1.7152387900729569,13.585108273484847,175,6,30.792251669350417,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-06-10_up_10,UP,10.0,2024-06-10,2024-12-10,2025-02-09,1.4542641012518998,1.4179894612070327,1.7152387900729569,17.94548105783521,174,1,30.695387282946683,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-07-09_up_10,UP,10.0,2024-07-09,2024-12-10,2025-03-13,1.496657996548775,1.4179894612070327,1.894836305185916,26.604495452890514,177,27,25.329218251943512,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-07-22_up_10,UP,10.0,2024-07-22,2024-12-10,2025-03-13,1.4957747334733675,1.4179894612070327,1.894836305185916,26.67925609265239,168,36,20.72827298577702,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-07-24_up_10,UP,10.0,2024-07-24,2024-12-10,2025-03-13,1.4918395700520322,1.4179894612070327,1.894836305185916,27.013409700603948,166,13,21.00229746159615,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-07-30_up_10,UP,10.0,2024-07-30,2024-12-10,2025-03-13,1.4789545810268836,1.4179894612070327,1.894836305185916,28.11997944320055,162,17,20.240952064779094,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-07-31_up_10,UP,10.0,2024-07-31,2024-12-10,2025-04-08,1.467241455423034,1.4179894612070327,1.9173982154141098,30.680482638168577,179,9,19.327609586803447,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-08-01_up_10,UP,10.0,2024-08-01,2024-12-10,2025-04-08,1.4589909401373486,1.4179894612070327,1.9173982154141098,31.419473738034792,178,2,19.41640504893463,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-08-13_up_10,UP,10.0,2024-08-13,2024-12-10,2025-04-08,1.4552232528724558,1.4179894612070327,1.9173982154141098,31.75972907451622,170,10,16.128831458464322,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-08-14_up_10,UP,10.0,2024-08-14,2024-12-10,2025-04-08,1.45411483378684,1.4179894612070327,1.9173982154141098,31.860164745089385,169,11,16.161037393046936,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-08-15_up_10,UP,10.0,2024-08-15,2024-12-10,2025-04-08,1.4429539491236973,1.4179894612070327,1.9173982154141098,32.880069844123675,168,12,15.969120362186054,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-08-18_up_10,UP,10.0,2024-08-18,2024-12-10,2025-04-08,1.4064213046630836,1.4179894612070327,1.9173982154141098,36.331710068444515,167,5,14.045581549933836,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-08-21_up_10,UP,10.0,2024-08-21,2024-12-10,2025-04-08,1.4034301670330416,1.4179894612070327,1.9173982154141098,36.62227451385315,164,6,13.705554893366742,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-08-22_up_10,UP,10.0,2024-08-22,2024-12-10,2025-04-08,1.3919910002523364,1.4179894612070327,1.9173982154141098,37.745015238354924,163,6,13.984292457939713,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-09-01_up_10,UP,10.0,2024-09-01,2024-12-10,2025-04-08,1.3890067239483421,1.4179894612070327,1.9173982154141098,38.040959943216144,157,11,14.329796054444245,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-09-18_up_10,UP,10.0,2024-09-18,2024-12-10,2025-05-26,1.408900853707208,1.4179894612070327,2.035410804216422,44.46799424251131,178,7,18.058623051902064,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-09-19_up_10,UP,10.0,2024-09-19,2024-12-10,2025-05-26,1.3921228446468639,1.4179894612070327,2.035410804216422,46.20913750846028,177,3,18.32410520460862,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-09-22_up_10,UP,10.0,2024-09-22,2024-12-10,2025-05-26,1.3768148687842436,1.4179894612070327,2.035410804216422,47.83474890954166,176,4,18.860869057529356,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-09-23_up_10,UP,10.0,2024-09-23,2024-12-10,2025-05-26,1.373314114548913,1.4179894612070327,2.035410804216422,48.211598690586925,175,5,18.98696704934129,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-09-24_up_10,UP,10.0,2024-09-24,2024-12-10,2025-05-26,1.373261620791194,1.4179894612070327,2.035410804216422,48.2172641687704,174,6,19.06989956111234,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
BOUBYAN,BOUBYAN_2024-09-25_up_10,UP,10.0,2024-09-25,2024-12-10,2025-06-03,1.3614246554011298,1.4179894612070327,2.129030715330442,56.382559026238965,179,5,19.146596431838557,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",15,90
