ticker,event_id,direction,threshold_pct,start_date,acceleration_date,peak_date,start_price,acceleration_price,peak_price,gain_pct,duration_days,days_consolidating_before,pre_move_volatility_pct,is_fakeout,failed_at_pct,snapshot_lookbacks_captured,signals_fired,earliest_signal_days_before
HUMANSOFT,HUMANSOFT_2023-07-18_up_10,UP,10.0,2023-07-18,2023-07-20,2023-09-06,2.935153608584072,3.087890047342832,3.279741637225941,11.74003389921726,36,1,27.432493965358574,False,,"[30, 14, 7, 3, 1, 0]",11,49
HUMANSOFT,HUMANSOFT_2023-07-19_up_10,UP,10.0,2023-07-19,2023-07-20,2023-09-06,2.929085067897113,3.087890047342832,3.279741637225941,11.971539275934239,35,2,26.925042799175397,False,,"[30, 14, 7, 3, 1, 0]",11,49
HUMANSOFT,HUMANSOFT_2023-08-13_up_10,UP,10.0,2023-08-13,2023-08-31,2023-09-06,2.970240322036532,3.2312578706506137,3.279741637225941,10.420076547112545,18,1,28.489353969355662,False,,"[60, 30, 14, 7, 3, 1, 0]",12,79
HUMANSOFT,HUMANSOFT_2023-08-14_up_10,UP,10.0,2023-08-14,2023-08-31,2023-09-06,2.966637542081007,3.2312578706506137,3.279741637225941,10.55417423610505,17,2,28.701127810285836,False,,"[60, 30, 14, 7, 3, 1, 0]",12,79
HUMANSOFT,HUMANSOFT_2023-10-05_up_10,UP,10.0,2023-10-05,2023-10-23,2023-12-20,2.734605493971745,2.7355052573674477,3.1126233651653767,13.8234883249868,54,0,30.065054991758778,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
HUMANSOFT,HUMANSOFT_2023-10-08_up_10,UP,10.0,2023-10-08,2023-10-23,2023-12-20,2.676459161229213,2.7355052573674477,3.1126233651653767,16.296314558218302,53,1,31.117653883342378,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
HUMANSOFT,HUMANSOFT_2023-10-10_up_10,UP,10.0,2023-10-10,2023-10-23,2023-12-20,2.644408146325392,2.7355052573674477,3.1126233651653767,17.705860552978766,51,0,32.841466772658386,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
HUMANSOFT,HUMANSOFT_2023-10-11_up_10,UP,10.0,2023-10-11,2023-10-23,2023-12-20,2.5978416376827647,2.7355052573674477,3.1126233651653767,19.815747042294294,50,1,35.51237599119693,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
HUMANSOFT,HUMANSOFT_2023-10-15_up_10,UP,10.0,2023-10-15,2023-10-23,2023-12-20,2.585186611930575,2.7355052573674477,3.1126233651653767,20.4022700257186,48,3,33.78201335249718,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
HUMANSOFT,HUMANSOFT_2023-10-16_up_10,UP,10.0,2023-10-16,2023-10-23,2023-12-20,2.5293756145431856,2.7355052573674477,3.1126233651653767,23.0589615582867,47,3,33.80187522118383,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",11,90
HUMANSOFT,HUMANSOFT_2023-11-19_up_10,UP,10.0,2023-11-19,2024-02-18,2024-07-25,2.774609015290359,2.786768303433246,3.6740791002058506,32.4179039265957,179,1,40.37718824721421,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2023-11-26_up_10,UP,10.0,2023-11-26,2024-02-18,2024-08-01,2.7582511185256195,2.786768303433246,3.7993556308567995,37.745095264846164,179,6,38.03364363872732,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2023-11-28_up_10,UP,10.0,2023-11-28,2024-02-18,2024-08-05,2.724596828613259,2.786768303433246,3.8314350226538654,40.623925801306726,179,3,37.10597675800847,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2023-11-29_up_10,UP,10.0,2023-11-29,2024-02-18,2024-08-05,2.690705350325047,2.786768303433246,3.8314350226538654,42.3951909929868,178,4,36.9089033845975,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2023-11-30_up_10,UP,10.0,2023-11-30,2024-02-18,2024-08-07,2.64380311930651,2.786768303433246,3.8488702499041736,45.58081960784439,179,2,36.25151001201274,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2023-12-31_up_10,UP,10.0,2023-12-31,2024-02-18,2024-08-08,2.8235896392467748,2.786768303433246,3.919097242490214,38.79840002301746,159,3,28.862472169432902,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-01-01_up_10,UP,10.0,2024-01-01,2024-02-18,2024-08-08,2.7417284050816857,2.786768303433246,3.919097242490214,42.942577216121094,158,1,29.81747848768958,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-01-03_up_10,UP,10.0,2024-01-03,2024-02-18,2024-08-08,2.7244886984750365,2.786768303433246,3.919097242490214,43.84707283549494,156,3,30.9164971786933,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-01-04_up_10,UP,10.0,2024-01-04,2024-02-18,2024-08-08,2.6544750138783275,2.786768303433246,3.919097242490214,47.64114267416693,155,3,30.89925212725194,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-01-07_up_10,UP,10.0,2024-01-07,2024-02-18,2024-09-12,2.5897352993466134,2.786768303433246,3.9269127985814234,51.63375189627211,179,1,31.195493329618163,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-01-09_up_10,UP,10.0,2024-01-09,2024-02-18,2024-09-15,2.5638675464929026,2.786768303433246,3.99164721411567,55.688511271801765,178,3,30.90386938809711,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-01-10_up_10,UP,10.0,2024-01-10,2024-02-18,2024-09-15,2.554085104696238,2.786768303433246,3.99164721411567,56.28481630373878,177,4,31.18341838801502,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-01-11_up_10,UP,10.0,2024-01-11,2024-02-18,2024-09-15,2.5504018841934286,2.786768303433246,3.99164721411567,56.51051855217866,176,5,30.714879966378007,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-02-26_up_10,UP,10.0,2024-02-26,2024-05-06,2024-09-15,2.694608961964237,3.0044578181211046,3.99164721411567,48.13456313920801,144,40,14.771510943398141,True,3.295052671567971,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-02-28_up_10,UP,10.0,2024-02-28,2024-05-06,2024-09-15,2.6718443945206816,3.0044578181211046,3.99164721411567,49.39669474396004,142,42,14.713735209537148,True,4.17514404139093,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-04-10_up_10,UP,10.0,2024-04-10,2024-05-06,2024-09-15,2.8076578965302916,3.0044578181211046,3.99164721411567,42.16999938092722,112,44,21.898965512430326,True,-0.8640707262278278,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-04-18_up_10,UP,10.0,2024-04-18,2024-05-06,2024-09-15,2.7949072754409765,3.0044578181211046,3.99164721411567,42.81859184347622,106,50,21.72959560100038,True,-0.4118036039464371,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
HUMANSOFT,HUMANSOFT_2024-05-12_up_10,UP,10.0,2024-05-12,2024-09-15,2024-09-15,2.7833977465537494,3.963785421463402,3.99164721411567,43.40915591592718,90,1,21.604191398245373,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",16,90
HUMANSOFT,HUMANSOFT_2024-05-13_up_10,UP,10.0,2024-05-13,2024-09-15,2024-09-15,2.775291251422921,3.963785421463402,3.99164721411567,43.82804731103846,89,2,24.156309907577704,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",16,90
HUMANSOFT,HUMANSOFT_2024-06-23_up_10,UP,10.0,2024-06-23,2024-09-15,2024-09-15,2.9163893359502358,3.963785421463402,3.99164721411567,36.86949012296697,60,3,25.833556780331108,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",16,90
HUMANSOFT,HUMANSOFT_2024-08-14_up_10,UP,10.0,2024-08-14,2024-09-15,2024-09-15,3.611207184922164,3.963785421463402,3.99164721411567,10.534982063115992,22,2,28.256378455480068,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",16,90
HUMANSOFT,HUMANSOFT_2024-08-15_up_10,UP,10.0,2024-08-15,2024-09-15,2024-09-15,3.5790637417690014,3.963785421463402,3.99164721411567,11.52769277427687,21,2,29.210514585566337,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",16,90
HUMANSOFT,HUMANSOFT_2025-01-20_up_10,UP,10.0,2025-01-20,2025-06-16,2025-09-15,2.560541385996217,2.1096952264996824,2.822362975936619,10.225243433764557,170,2,37.415625014450484,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",12,90
