ticker,event_id,direction,threshold_pct,start_date,acceleration_date,peak_date,start_price,acceleration_price,peak_price,gain_pct,duration_days,days_consolidating_before,pre_move_volatility_pct,is_fakeout,failed_at_pct,snapshot_lookbacks_captured,signals_fired,earliest_signal_days_before
GBK,GBK_2023-06-12_up_10,UP,10.0,2023-06-12,2023-07-19,2024-01-23,2.9334708621570784,3.189360219906039,5.508336479439819,87.77539434597816,161,20,,False,,"[30, 14, 7, 3, 1, 0]",9,48
GBK,GBK_2023-06-15_up_10,UP,10.0,2023-06-15,2023-07-19,2024-01-23,2.9233235185839344,3.189360219906039,5.508336479439819,88.42719406260147,158,23,,False,,"[30, 14, 7, 3, 1, 0]",9,48
GBK,GBK_2023-06-19_up_10,UP,10.0,2023-06-19,2023-07-19,2024-01-23,2.918353156818178,3.189360219906039,5.508336479439819,88.74811180993078,156,25,,False,,"[30, 14, 7, 3, 1, 0]",9,48
GBK,GBK_2023-06-21_up_10,UP,10.0,2023-06-21,2023-07-19,2024-01-23,2.902702311305969,3.189360219906039,5.508336479439819,89.76580746792241,154,27,,False,,"[30, 14, 7, 3, 1, 0]",9,48
GBK,GBK_2023-07-31_up_10,UP,10.0,2023-07-31,2023-08-08,2024-01-23,3.087168844633733,3.296260601735191,5.508336479439819,78.42679674014843,126,5,19.60292568883164,False,,"[60, 30, 14, 7, 3, 1, 0]",13,62
GBK,GBK_2023-10-26_up_10,UP,10.0,2023-10-26,2023-12-04,2024-01-23,4.138446742707727,5.1419953360835375,5.508336479439819,33.10154320931994,63,2,26.044640665410096,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",14,90
GBK,GBK_2023-11-22_up_10,UP,10.0,2023-11-22,2023-12-04,2024-01-23,4.569592241016686,5.1419953360835375,5.508336479439819,20.543282396117533,44,3,31.80348606618922,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",14,90
GBK,GBK_2023-11-23_up_10,UP,10.0,2023-11-23,2023-12-04,2024-01-23,4.496398625998225,5.1419953360835375,5.508336479439819,22.50551914126472,43,3,31.028016458152035,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",14,90
GBK,GBK_2024-03-10_up_10,UP,10.0,2024-03-10,2024-03-24,2024-10-22,5.221415414833565,4.9493670283316895,5.769204643971468,10.491201822051622,162,63,19.497992282313376,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
GBK,GBK_2024-03-11_up_10,UP,10.0,2024-03-11,2024-03-24,2024-10-22,5.20862843129714,4.9493670283316895,5.769204643971468,10.762453495549575,161,31,20.07839474183343,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
GBK,GBK_2024-03-12_up_10,UP,10.0,2024-03-12,2024-03-24,2024-10-22,5.105390670669295,4.9493670283316895,5.769204643971468,13.002216992243417,160,4,19.907341837521138,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
GBK,GBK_2024-03-13_up_10,UP,10.0,2024-03-13,2024-03-24,2024-10-22,5.092829984536533,4.9493670283316895,5.769204643971468,13.280919675084887,159,4,19.818143388414175,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
GBK,GBK_2024-03-14_up_10,UP,10.0,2024-03-14,2024-03-24,2024-10-22,4.944068804861141,4.9493670283316895,5.769204643971468,16.6894084948622,158,2,17.949797965190502,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
GBK,GBK_2024-03-17_up_10,UP,10.0,2024-03-17,2024-03-24,2024-10-22,4.878614036961011,4.9493670283316895,5.769204643971468,18.254992099461607,157,2,19.682967787714485,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
GBK,GBK_2024-03-18_up_10,UP,10.0,2024-03-18,2024-03-24,2024-10-22,4.851629548211765,4.9493670283316895,5.769204643971468,18.91271966751681,156,2,19.88460253116228,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
GBK,GBK_2024-03-19_up_10,UP,10.0,2024-03-19,2024-03-24,2024-10-22,4.834662320420913,4.9493670283316895,5.769204643971468,19.33004337455347,155,3,19.389270981531435,False,,"[90, 60, 30, 14, 7, 3, 1, 0]",13,90
